Unnamed: 0,tweet_id,text,favorite_count,retweet_count,created_at,tweetos,text_lem,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
872,1.28722E+18,Covid 19: the lessons learnt !!! The health infra. to be revamped at priority and kept in readiness like our defenc…,2,0,Sun Jul 26 03:07:39 +0000 2020,other,Covid     the lessons learnt     The health infra  to be revamped at priority and kept in readiness like our defenc,0.5423,0.791,0,0.209,POSITIVE
873,1.28722E+18,RT Over 5 lakh recover from Covid-19 in India; active cases outnumbered,0,7,Sun Jul 26 03:07:28 +0000 2020,other,Over   lakh recover from Covid    in India  active cases outnumbered,0.4019,0.787,0,0.213,POSITIVE
875,1.28722E+18,RT #ihavejoke #KargilVijayDiwas #COVIDー19 #Islamabad #WithdrawEIA2020 #tonorrow #MaheshBabuBdyCDP #MaheshBabu #GilgitBaltistan…,0,9,Sun Jul 26 03:07:11 +0000 2020,other,ihavejoke  KargilVijayDiwas  COVID     Islamabad  WithdrawEIA      tonorrow  MaheshBabuBdyCDP  MaheshBabu  GilgitBaltistan,0,1,0,0,NEUTRAL
876,1.28722E+18,RT Read about Oxford vaccine on way to success #Corona #coronavirus #CoronavirusPandemic #Coron…,0,1,Sun Jul 26 03:06:56 +0000 2020,other,Read about Oxford vaccine on way to success  Corona  coronavirus  CoronavirusPandemic  Coron,0.5719,0.764,0,0.236,POSITIVE
878,1.28722E+18,Opinion | Things have come full circle for Jeev with his son picking up the game. “My job as a parent is to groo…,3,0,Sun Jul 26 03:05:51 +0000 2020,other,Opinion   Things have come full circle for Jeev with his son picking up the game   My job as a parent is to groo,0,1,0,0,NEUTRAL
879,1.28722E+18,Very scary - latent virus. In South Korean nearly 100 people thought to be cured of virus have tested positive aga…,0,0,Sun Jul 26 03:05:48 +0000 2020,other,Very scary   latent virus  In South Korean nearly     people thought to be cured of virus have tested positive aga,0.0276,0.706,0.145,0.149,POSITIVE
880,1.28722E+18,RT Read about Russia has prepared corona vaccine #Covid_19 #COVID19 #coronavirus #coronavirusIn…,0,4,Sun Jul 26 03:05:47 +0000 2020,other,Read about Russia has prepared corona vaccine  Covid     COVID    coronavirus  coronavirusIn,0.2263,0.853,0,0.147,POSITIVE
883,1.28722E+18,"The overall number of global #coronavirus cases was nearing the 16 million mark, while the deaths have increased to…",4,2,Sun Jul 26 03:05:08 +0000 2020,other,The overall number of global  coronavirus cases was nearing the    million mark  while the deaths have increased to,0.34,0.825,0,0.175,POSITIVE
884,1.28722E+18,Covid-19: High percentage of false negatives seeds suspicions about rapid antigen tests # Accept result of Antigen…,1,0,Sun Jul 26 03:04:54 +0000 2020,other,Covid     High percentage of false negatives seeds suspicions about rapid antigen tests   Accept result of Antigen,0.0258,0.733,0.131,0.136,POSITIVE
885,1.28722E+18,RT Plasma Requirement Form: Plasma can now be obtained for treatment of Covid-19 patients at the facility setup by Delhi Go…,0,3,Sun Jul 26 03:04:12 +0000 2020,other,Plasma Requirement Form  Plasma can now be obtained for treatment of Covid    patients at the facility setup by Delhi Go,0,1,0,0,NEUTRAL
887,1.28722E+18,"In the last 24 hrs, 4,42,031 samples were tested. For the first time, Govt labs set a new record of testing 3,62,15…",0,0,Sun Jul 26 03:03:29 +0000 2020,other,In the last    hrs           samples were tested  For the first time  Govt labs set a new record of testing,0,1,0,0,NEUTRAL
888,1.28722E+18,RT India's Covid-19 case fatality rate drops to 2.38%; recovery rate rises to 63.3% via NaMo App htt…,0,12,Sun Jul 26 03:03:11 +0000 2020,other,India s Covid    case fatality rate drops to        recovery rate rises to       via NaMo App htt,-0.6705,0.769,0.231,0,NEGATIVE
894,1.28722E+18,Happy National All or Nothing Day…,1,0,Sun Jul 26 03:02:07 +0000 2020,other,Happy National All or Nothing Day,0.5719,0.575,0,0.425,POSITIVE
896,1.28722E+18,"RT Due to the Covid-19 pandemic, Roshni newspaper has started giving its readers free face masks by attaching them to the fro…",0,51,Sun Jul 26 03:01:32 +0000 2020,other,Due to the Covid    pandemic  Roshni newspaper has started giving its readers free face masks by attaching them to the fro,0.6908,0.778,0,0.222,POSITIVE
898,1.28722E+18,Happy National Disability independence Day…,1,0,Sun Jul 26 03:01:09 +0000 2020,other,Happy National Disability independence Day,0.5719,0.519,0,0.481,POSITIVE
900,1.28722E+18,ETHealthworld | Ahmedabad : Spare medical students from Covid-19 duty: IMA #SpareMedicalStudentsFromCovid19DutyIMA…,0,0,Sun Jul 26 03:00:35 +0000 2020,other,ETHealthworld   Ahmedabad   Spare medical students from Covid    duty  IMA  SpareMedicalStudentsFromCovid  DutyIMA,0,1,0,0,NEUTRAL
901,1.28722E+18,RT Serum Institute of India seeks nod for phase 2/3 trials of Oxford’s Covid-19 vaccine candidate - india news - Hindustan Times…,0,3,Sun Jul 26 03:00:34 +0000 2020,other,Serum Institute of India seeks nod for phase     trials of Oxford s Covid    vaccine candidate   india news   Hindustan Times,0,1,0,0,NEUTRAL
902,1.28722E+18,RT #cancelcompartment #cancelcompartmentexams #cancelcompartmentexams2020 Cbse please dont take compartment exam . Because…,0,25,Sun Jul 26 03:00:27 +0000 2020,other,cancelcompartment  cancelcompartmentexams  cancelcompartmentexams     Cbse please dont take compartment exam   Because,0.3182,0.813,0,0.187,POSITIVE
908,1.28722E+18,"Covid-19: How higher educational institutes are coping: JNU, leading the way for other HEIs, has quickly responded…",17,8,Sun Jul 26 02:58:17 +0000 2020,other,Covid     How higher educational institutes are coping  JNU  leading the way for other HEIs  has quickly responded,0,1,0,0,NEUTRAL
913,1.28722E+18,RT India achieves remarkable feat of conducting more than 4 lakh COVID-19 tests in a single day; Fatality rate dips to 2.35…,0,8,Sun Jul 26 02:57:02 +0000 2020,other,India achieves remarkable feat of conducting more than   lakh COVID    tests in a single day  Fatality rate dips to,-0.2263,0.677,0.179,0.143,NEGATIVE
915,1.28722E+18,"Amitabh Bachchan says he sings in isolation ward at night, shares effects of Covid-19 treatment on mental state of…",2,0,Sun Jul 26 02:56:55 +0000 2020,other,Amitabh Bachchan says he sings in isolation ward at night  shares effects of Covid    treatment on mental state of,-0.128,0.776,0.123,0.1,NEGATIVE
919,1.28722E+18,#ihavejoke #KargilVijayDiwas #COVIDー19 #Islamabad #WithdrawEIA2020 #tonorrow #MaheshBabuBdyCDP #MaheshBabu…,1,9,Sun Jul 26 02:55:44 +0000 2020,other,ihavejoke  KargilVijayDiwas  COVID     Islamabad  WithdrawEIA      tonorrow  MaheshBabuBdyCDP  MaheshBabu,0,1,0,0,NEUTRAL
922,1.28722E+18,"RT #Covid19: Race for Indian vaccine hots up, human trials on in 6 cities Phase I trials involve studying the safety of th…",0,27,Sun Jul 26 02:55:09 +0000 2020,other,Covid    Race for Indian vaccine hots up  human trials on in   cities Phase I trials involve studying the safety of th,0.4215,0.877,0,0.123,POSITIVE
928,1.28722E+18,RT New evidence suggests 6 ft distance may not be enough. People could be infected by inhaling SARS-CoV-2 virus in tiny aerosol dr…,0,17,Sun Jul 26 02:54:38 +0000 2020,other,New evidence suggests   ft distance may not be enough  People could be infected by inhaling SARS CoV   virus in tiny aerosol dr,-0.4939,0.873,0.127,0,NEGATIVE
929,1.28722E+18,उत्तर कोरिया में कोरोना संक्रमण का पहला केस! दक्षिण कोरिया से अवैध तरीके से आए शख्स में मिले लक्षण #NorthKorea…,1,0,Sun Jul 26 02:54:05 +0000 2020,other,NorthKorea,0,1,0,0,NEUTRAL
930,1.28722E+18,COVID-19 slowed during Lockdown via NaMo App,0,0,Sun Jul 26 02:53:59 +0000 2020,other,COVID    slowed during Lockdown via NaMo App,0,1,0,0,NEUTRAL
933,1.28722E+18,RT Due to Covid-19 situation there is disruption in mail movement. The Department is making efforts to l…,0,0,Sun Jul 26 02:53:22 +0000 2020,other,Due to Covid    situation there is disruption in mail movement  The Department is making efforts to l,-0.3612,0.865,0.135,0,NEGATIVE
940,1.28722E+18,Happy National Coffee Milkshake Day…,1,0,Sun Jul 26 02:50:33 +0000 2020,other,Happy National Coffee Milkshake Day,0.5719,0.519,0,0.481,POSITIVE
943,1.28722E+18,"RT 1,038 new COVID-19 have been reported in Kerala, which is the highest single day spike in cases in the state. Waiting for…",0,201,Sun Jul 26 02:50:05 +0000 2020,other,new COVID    have been reported in Kerala  which is the highest single day spike in cases in the state  Waiting for,0,1,0,0,NEUTRAL
944,1.28722E+18,Sir plz look at Varanasi condition for Covid 19. Cases are continuously increasing. Situation is very bad.,0,0,Sun Jul 26 02:49:52 +0000 2020,@myogiadityanath,Sir plz look at Varanasi condition for Covid     Cases are continuously increasing  Situation is very bad,-0.5413,0.733,0.199,0.068,NEGATIVE
945,1.28722E+18,Happy National Bagelfest Day…,1,0,Sun Jul 26 02:49:49 +0000 2020,other,Happy National Bagelfest Day,0.5719,0.448,0,0.552,POSITIVE
947,1.28722E+18,Happy National Aunt and uncles Day…,1,0,Sun Jul 26 02:49:03 +0000 2020,other,Happy National Aunt and uncles Day,0.5719,0.575,0,0.425,POSITIVE
950,1.28722E+18,Happy Kargil vijay Diwas…,1,0,Sun Jul 26 02:48:15 +0000 2020,other,Happy Kargil vijay Diwas,0.5719,0.448,0,0.552,POSITIVE
952,1.28722E+18,Happy International Day for the conservation of the Mangrove Ecosystem…,1,0,Sun Jul 26 02:47:25 +0000 2020,other,Happy International Day for the conservation of the Mangrove Ecosystem,0.5719,0.709,0,0.291,POSITIVE
955,1.28722E+18,Happy Rigveda Upakarma Free covi…,1,0,Sun Jul 26 02:46:26 +0000 2020,other,Happy Rigveda Upakarma Free covi,0.7906,0.3,0,0.7,POSITIVE
958,1.28722E+18,RT Home care for all those people affected or suspected with Covid_19 #COVID19India #Covid19KarnatakaUpdate #CoronavirusI…,0,4,Sun Jul 26 02:45:59 +0000 2020,other,Home care for all those people affected or suspected with Covid     COVID  India  Covid  KarnatakaUpdate  CoronavirusI,0.1779,0.676,0.169,0.155,POSITIVE
960,1.28722E+18,"Thanks Aditi Mishra, Chief Strategy Officer for a wonderful session on ""Navigating the way consumers c…",0,0,Sun Jul 26 02:44:59 +0000 2020,other,Thanks Aditi Mishra  Chief Strategy Officer for a wonderful session on  Navigating the way consumers c,0.765,0.645,0,0.355,POSITIVE
963,1.28722E+18,Explainer: What is mahajobs portal and how it is helping during Covid-19,0,0,Sun Jul 26 02:43:24 +0000 2020,other,Explainer  What is mahajobs portal and how it is helping during Covid,0.296,0.833,0,0.167,POSITIVE
965,1.28722E+18,"If you wish to proceed with refund instead, the airline would levy the cancellation fee. Please refer…",0,0,Sun Jul 26 02:43:15 +0000 2020,@divyam_dixit,If you wish to proceed with refund instead  the airline would levy the cancellation fee  Please refer,0.6124,0.75,0,0.25,POSITIVE
967,1.28722E+18,RT India and Israel join hands to develop rapid testing for Covid-19 in under 30 seconds,0,2,Sun Jul 26 02:42:32 +0000 2020,other,India and Israel join hands to develop rapid testing for Covid    in under    seconds,0.296,0.864,0,0.136,POSITIVE
970,1.28722E+18,Treasury Secretary #StevenMnuchin said that Republicans were set to roll out the next #COVID19 aid package,3,0,Sun Jul 26 02:41:55 +0000 2020,other,Treasury Secretary  StevenMnuchin said that Republicans were set to roll out the next  COVID   aid package,0.2023,0.893,0,0.107,POSITIVE
971,1.28722E+18,"Hello All, Kya Jalaun CHC me COVID 19 k liye sample collect krne ki suvidha h?",0,0,Sun Jul 26 02:41:44 +0000 2020,other,Hello All  Kya Jalaun CHC me COVID    k liye sample collect krne ki suvidha h,0,1,0,0,NEUTRAL
972,1.28722E+18,BCCI President Sourav Ganguly tests negative for COVID-19 #COVID19 #BCCI,0,0,Sun Jul 26 02:41:16 +0000 2020,other,BCCI President Sourav Ganguly tests negative for COVID     COVID    BCCI,-0.5719,0.709,0.291,0,NEGATIVE
975,1.28722E+18,Our guardian senior leader Beloved Shri BIMAL ROY has safely returned home today defeating covid-19 in…,0,0,Sun Jul 26 02:38:39 +0000 2020,other,Our guardian senior leader Beloved Shri BIMAL ROY has safely returned home today defeating covid    in,0.5994,0.588,0.118,0.294,POSITIVE
979,1.28722E+18,Alarming? More like freaky as hell! #COVID19India #Bengaluru,0,0,Sun Jul 26 02:36:59 +0000 2020,other,Alarming  More like freaky as hell   COVID  India  Bengaluru,-0.7257,0.3,0.533,0.168,NEGATIVE
981,1.28721E+18,India has been fantastic with Herd Mentality; will we be as good with Herd Immunity against Covid 19?,0,0,Sun Jul 26 02:35:23 +0000 2020,other,India has been fantastic with Herd Mentality  will we be as good with Herd Immunity against Covid,0.7579,0.698,0,0.302,POSITIVE
982,1.28721E+18,I deny to accept the existence of Covid-19 here. I am not affected by it. #GovernmentofIndia #Media #News #Fakenews #Politics,0,0,Sun Jul 26 02:34:35 +0000 2020,other,I deny to accept the existence of Covid    here  I am not affected by it   GovernmentofIndia  Media  News  Fakenews  Politics,0.164,0.699,0.112,0.189,POSITIVE
989,1.28721E+18,The rapid and extensive spread of the COVID-19 pandemic has become a major cause of concern for all of us. Our aim…,0,0,Sun Jul 26 02:33:52 +0000 2020,other,The rapid and extensive spread of the COVID    pandemic has become a major cause of concern for all of us  Our aim,0,1,0,0,NEUTRAL
992,1.28721E+18,"RT The Hon'ble Minister of State (IC) for Power and New &amp; Renewable Energy, Shri R K Singh, addressed a webinar on Energy…",0,31,Sun Jul 26 02:32:52 +0000 2020,other,The Hon ble Minister of State  IC  for Power and New  amp  Renewable Energy  Shri R K Singh  addressed a webinar on Energy,0.4939,0.819,0,0.181,POSITIVE
995,1.28721E+18,RT #Covid_19: High percentage of false negatives seeds suspicions about rapid antigen tests READ:,0,12,Sun Jul 26 02:31:56 +0000 2020,other,Covid     High percentage of false negatives seeds suspicions about rapid antigen tests READ,-0.3612,0.839,0.161,0,NEGATIVE
996,1.28721E+18,Uttarakhand CM Rawat asks officials to increase Covid-19 testing,0,0,Sun Jul 26 02:31:56 +0000 2020,other,Uttarakhand CM Rawat asks officials to increase Covid    testing,0.3182,0.777,0,0.223,POSITIVE
1001,1.28721E+18,"RT As #Covid_19 spreads, so will #biomedicalwaste. Let us invest in bio-medical #wastemanagement and learn to dispose the…",0,2,Sun Jul 26 02:30:07 +0000 2020,other,As  Covid    spreads  so will  biomedicalwaste  Let us invest in bio medical  wastemanagement and learn to dispose the,0,1,0,0,NEUTRAL
1005,1.28721E+18,Aasha Karta hoon covid 19 apna pracop poori tarah dikhay taki sare parchad bhali bhati ho sake our…,1,0,Sun Jul 26 02:28:27 +0000 2020,@ChouhanShivraj,Aasha Karta hoon covid    apna pracop poori tarah dikhay taki sare parchad bhali bhati ho sake our,0,1,0,0,NEUTRAL
1007,1.28721E+18,"I have a Coronavirus (Covid-19) joke, but vaccine is far away. 😊",0,0,Sun Jul 26 02:27:37 +0000 2020,@nanditabasu2,I have a Coronavirus  Covid     joke  but vaccine is far away,0.1531,0.833,0,0.167,POSITIVE
1010,1.28721E+18,Bengaluru hospital to ramp up bed capacity to treat Covid-19 patients,0,0,Sun Jul 26 02:26:55 +0000 2020,other,Bengaluru hospital to ramp up bed capacity to treat Covid    patients,0.4019,0.787,0,0.213,POSITIVE
1013,1.28721E+18,"Rehabilitation Care is Needed for Many COVID Patients-physical,cognitive rehabilitation for recovery from virus dam…",0,1,Sun Jul 26 02:26:10 +0000 2020,other,Rehabilitation Care is Needed for Many COVID Patients physical cognitive rehabilitation for recovery from virus dam,0.4939,0.824,0,0.176,POSITIVE
1018,1.28721E+18,"RT Government providing liquidity support amidst COVID-19: Central Board of Direct Tax refunds Rs. 71,229 crore to over 21 lak…",0,87,Sun Jul 26 02:24:56 +0000 2020,other,Government providing liquidity support amidst COVID     Central Board of Direct Tax refunds Rs         crore to over    lak,0.4019,0.863,0,0.137,POSITIVE
1025,1.28721E+18,"Bollywood actress #PreityZinta took to her verified Instagram account on Saturday and shared a video, where a makeu…",0,0,Sun Jul 26 02:21:59 +0000 2020,other,Bollywood actress  PreityZinta took to her verified Instagram account on Saturday and shared a video  where a makeu,0.34,0.862,0,0.138,POSITIVE
1026,1.28721E+18,"Brazil records over 51,000 Covid-19 cases, 1,211 deaths in last 24 hours",0,0,Sun Jul 26 02:21:55 +0000 2020,other,Brazil records over        Covid    cases        deaths in last    hours,0,1,0,0,NEUTRAL
1028,1.28721E+18,So you mean that those callers rejected the call just after…,4,1,Sun Jul 26 02:20:52 +0000 2020,@JantaHawaldar,So you mean that those callers rejected the call just after,-0.5106,0.752,0.248,0,NEGATIVE
1032,1.28721E+18,RT द्वारा शहरी क्षेत्र में कार्यरत रेजिडेंट वेलफेयर एसोसिएशनों (RWA's) को आर्थिक रूप से सहयोग देने की इस योजना…,0,1,Sun Jul 26 02:19:16 +0000 2020,other,RWA s,0,1,0,0,NEUTRAL
1036,1.28721E+18,"Over 3,000 #COVID19 Patients ""Untraceable"" In #Bengaluru Amid Huge Spike",0,0,Sun Jul 26 02:18:35 +0000 2020,other,Over        COVID   Patients  Untraceable  In  Bengaluru Amid Huge Spike,0.3182,0.777,0,0.223,POSITIVE
1042,1.28721E+18,A kickstart to your power packed day... #medicaldarpan #patanjali #facesproblem…,0,0,Sun Jul 26 02:17:12 +0000 2020,other,A kickstart to your power packed day     medicaldarpan  patanjali  facesproblem,0,1,0,0,NEUTRAL
1044,1.28721E+18,"RT 75 years on, is the #UnitedNations fit for purpose? Watch Special program ""United Nations 75: Multilateralism after CO…",0,3,Sun Jul 26 02:15:59 +0000 2020,other,years on  is the  UnitedNations fit for purpose  Watch Special program  United Nations     Multilateralism after CO,0.7906,0.636,0,0.364,POSITIVE
1047,1.28721E+18,"RT Overcharged by Bengaluru hospitals, COVID-19 patients to be refunded Rs 24 lakh | The News Minute",0,3,Sun Jul 26 02:15:19 +0000 2020,other,Overcharged by Bengaluru hospitals  COVID    patients to be refunded Rs    lakh   The News Minute,0,1,0,0,NEUTRAL
1050,1.28721E+18,RT Sir i have been tested negative for covid 19 but the hospital is not discharge us saying government not allow…,0,1,Sun Jul 26 02:15:02 +0000 2020,other,Sir i have been tested negative for covid    but the hospital is not discharge us saying government not allow,-0.5186,0.796,0.204,0,NEGATIVE
1059,1.28721E+18,"RT From Elderly Citizens to Homeless. Age 31, to Now A 14 year old dead. #Goa looks grim when it comes to #COVID__19 cases.…",0,1,Sun Jul 26 02:11:27 +0000 2020,other,From Elderly Citizens to Homeless  Age     to Now A    year old dead   Goa looks grim when it comes to  COVID     cases,-0.8402,0.704,0.296,0,NEGATIVE
1060,1.28721E+18,"In many areas, where it takes more than 3, 4,5,6 days to get Corona report. What Struggling patients say to their…",0,0,Sun Jul 26 02:10:59 +0000 2020,other,In many areas  where it takes more than          days to get Corona report  What Struggling patients say to their,-0.4215,0.865,0.135,0,NEGATIVE
1065,1.28721E+18,We are in this together 💗 #weareinthistogether #Flattenthecurve #Quarantine #Socialdistancing #covid19 #Coronavirus…,3,1,Sun Jul 26 02:10:02 +0000 2020,other,We are in this together    weareinthistogether  Flattenthecurve  Quarantine  Socialdistancing  covid    Coronavirus,0,1,0,0,NEUTRAL
1070,1.28721E+18,RT One of the key strategies to fight #Covid_19 . #PlasmaSaveLife as #IndiaFightsCOVID19 . your sand art cr…,0,61,Sun Jul 26 02:09:23 +0000 2020,other,One of the key strategies to fight  Covid       PlasmaSaveLife as  IndiaFightsCOVID     your sand art cr,-0.3818,0.852,0.148,0,NEGATIVE
1071,1.28721E+18,"RT Coronavirus live updates: Covid toll tops 32,000; 48,500 new cases on Saturday #Coronavirus",0,1,Sun Jul 26 02:08:58 +0000 2020,other,Coronavirus live updates  Covid toll tops                new cases on Saturday  Coronavirus,0.5106,0.769,0,0.231,POSITIVE
1074,1.28721E+18,450-bed Covid-19 facility inaugurated in upcoming hospital in Burari (via: Arvind Kejriwa…,0,0,Sun Jul 26 02:08:05 +0000 2020,other,bed Covid    facility inaugurated in upcoming hospital in Burari  via  Arvind Kejriwa,0,1,0,0,NEUTRAL
1084,1.28721E+18,"RT Human clinical trials of potential #Covid_19 vaccine called #COVAXIN starts at AIIMS, New Delhi. The first dose was give…",0,57,Sun Jul 26 02:05:37 +0000 2020,other,Human clinical trials of potential  Covid    vaccine called  COVAXIN starts at AIIMS  New Delhi  The first dose was give,0,1,0,0,NEUTRAL
1085,1.28721E+18,"Even if you have mild symptoms, your organs will certainly get impacted and it makes things tougher in the future.…",0,0,Sun Jul 26 02:05:34 +0000 2020,other,Even if you have mild symptoms  your organs will certainly get impacted and it makes things tougher in the future,0.4767,0.814,0,0.186,POSITIVE
1099,1.28721E+18,UK puts Spain back on unsafe country list for Covid-19,3,0,Sun Jul 26 02:03:24 +0000 2020,other,UK puts Spain back on unsafe country list for Covid,0,1,0,0,NEUTRAL
1111,1.28721E+18,"Fact check: South Dakota's COVID-19 infection, jobless stats aren't as good as claimed",0,0,Sun Jul 26 02:00:17 +0000 2020,other,Fact check  South Dakota s COVID    infection  jobless stats aren t as good as claimed,0.4404,0.805,0,0.195,POSITIVE
1112,1.28721E+18,Tarrant County Reports Record 15 Additional COVID-19 Deaths -Fort Worth,0,0,Sun Jul 26 02:00:15 +0000 2020,other,Tarrant County Reports Record    Additional COVID    Deaths  Fort Worth,0.2263,0.808,0,0.192,POSITIVE
1113,1.28721E+18,"They have been married 46 years and just overcame Covid-19, cancer and chemo together",0,0,Sun Jul 26 02:00:12 +0000 2020,other,They have been married    years and just overcame Covid     cancer and chemo together,-0.6597,0.732,0.268,0,NEGATIVE
1114,1.28721E+18,RT #Israeli 🇮🇱team working with #DRDO to develop rapid COVID-19 testing to come to #India 🇮🇳on special plane,0,83,Sun Jul 26 02:00:10 +0000 2020,other,Israeli   team working with  DRDO to develop rapid COVID    testing to come to  India   on special plane,0.4019,0.863,0,0.137,POSITIVE
1115,1.28721E+18,UK: Johnson to unveil $12 million campaign against obesity as part of COVID-19 response,0,0,Sun Jul 26 02:00:10 +0000 2020,other,UK  Johnson to unveil     million campaign against obesity as part of COVID    response,0,1,0,0,NEUTRAL
1119,1.28721E+18,nowadays you can sell anything in india as a cure for covid-19 by just adding the two magic words: IMMUNITY BOOSTER,2,0,Sun Jul 26 01:59:33 +0000 2020,other,nowadays you can sell anything in india as a cure for covid    by just adding the two magic words  IMMUNITY BOOSTER,0,1,0,0,NEUTRAL
1135,1.2872E+18,"US reports over 68,000 Covid-19 cases in last 24 hours, tally tops 4.17 million",0,0,Sun Jul 26 01:51:55 +0000 2020,other,US reports over        Covid    cases in last    hours  tally tops      million,0.5106,0.752,0,0.248,POSITIVE
1136,1.2872E+18,North Korea Locks Down City Over 1st Suspected Case Of COVID-19: Reports,0,0,Sun Jul 26 01:51:37 +0000 2020,other,North Korea Locks Down City Over  st Suspected Case Of COVID     Reports,-0.2263,0.853,0.147,0,NEGATIVE
1138,1.2872E+18,"""Herd immunity has been a phrase people are scared of uttering in ths pandemic,due to no of fatal infections we are…",1,1,Sun Jul 26 01:50:17 +0000 2020,other,Herd immunity has been a phrase people are scared of uttering in ths pandemic due to no of fatal infections we are,-0.8225,0.677,0.323,0,NEGATIVE
1140,1.2872E+18,Special prayers held for MP CM Shivraj Singh Chouhan,0,0,Sun Jul 26 01:50:10 +0000 2020,other,Special prayers held for MP CM Shivraj Singh Chouhan,0.4019,0.748,0,0.252,POSITIVE
1144,1.2872E+18,"Raheja The Delhi Mall - Patel Nagar Road, Delhi West. ✔️Commercial Space Rs One crore One. ✔️5 Level multi-level…",0,0,Sun Jul 26 01:49:33 +0000 2020,other,Raheja The Delhi Mall   Patel Nagar Road  Delhi West    Commercial Space Rs One crore One      Level multi level,0,1,0,0,NEUTRAL
1150,1.2872E+18,The six cluster of symptoms.,0,0,Sun Jul 26 01:47:53 +0000 2020,other,The six cluster of symptoms,0,1,0,0,NEUTRAL
1153,1.2872E+18,"More than 51,000 new coronavirus cases were confirmed in Brazil in the past 24 hours",0,0,Sun Jul 26 01:47:21 +0000 2020,other,More than        new coronavirus cases were confirmed in Brazil in the past    hours,0,1,0,0,NEUTRAL
1155,1.2872E+18,"Over 3,000 COVID-19 Patients ""Untraceable"" In Bengaluru Amid Huge Spike via",0,0,Sun Jul 26 01:46:36 +0000 2020,other,Over       COVID    Patients  Untraceable  In Bengaluru Amid Huge Spike via,0.3182,0.796,0,0.204,POSITIVE
1158,1.2872E+18,RT UK advises against travel to mainland Spain and imposes quarantine over Covid -19 concern.,0,1,Sun Jul 26 01:46:13 +0000 2020,other,UK advises against travel to mainland Spain and imposes quarantine over Covid     concern,-0.1027,0.903,0.097,0,NEGATIVE
1161,1.2872E+18,"Coronavirus Live: दुनियाभर में 1 करोड़ 61 लाख से अधिक पीड़ित, अबतक 6 लाख 48 हजार से ज्यादा मौतें #Corona…",7,3,Sun Jul 26 01:45:47 +0000 2020,other,Coronavirus Live                                                                                  Corona,0,1,0,0,NEUTRAL
1174,1.2872E+18,#IndiaFightsCorona #Tripura to have Three-day #lockdown from Monday to curb spread of pandemic and increase in CO…,0,0,Sun Jul 26 01:42:02 +0000 2020,other,IndiaFightsCorona  Tripura to have Three day  lockdown from Monday to curb spread of pandemic and increase in CO,0.3182,0.881,0,0.119,POSITIVE
1175,1.2872E+18,"RT N.I.E.T. ग्रेटर नॉएडा में हमने छात्रों, शिक्षकों एवं सभी कर्मचारी वर्ग की कोरोना से सुरक्षा के लिए पुख़्ता इंतज़ाम किए हैं…",0,54,Sun Jul 26 01:41:14 +0000 2020,other,N I E T,0,1,0,0,NEUTRAL
1176,1.2872E+18,Corona (Covid 19) vaccine,0,0,Sun Jul 26 01:40:32 +0000 2020,other,Corona  Covid     vaccine,0,1,0,0,NEUTRAL
1177,1.2872E+18,"RT IF politicians more interested in checking spread of Covid-19 instead of just their image, get your testing strategy righ…",0,3,Sun Jul 26 01:39:34 +0000 2020,other,IF politicians more interested in checking spread of Covid    instead of just their image  get your testing strategy righ,0.4576,0.864,0,0.136,POSITIVE
1180,1.2872E+18,"bizarre situation; nonsense administration: Over 1,900 vehicles challaned for violating Covid-19 curbs across Noid…",0,0,Sun Jul 26 01:37:39 +0000 2020,other,bizarre situation  nonsense administration  Over       vehicles challaned for violating Covid    curbs across Noid,-0.8176,0.541,0.459,0,NEGATIVE
1181,1.2872E+18,Next fiscal step likely after vaccine to cure Covid-19 comes: CEA,0,0,Sun Jul 26 01:36:53 +0000 2020,other,Next fiscal step likely after vaccine to cure Covid    comes  CEA,0,1,0,0,NEUTRAL
1185,1.2872E+18,RT Covid-19: India tests record 4.2 lakh samples in a single day,0,2,Sun Jul 26 01:34:53 +0000 2020,other,Covid     India tests record     lakh samples in a single day,0,1,0,0,NEUTRAL
1188,1.2872E+18,‘Covid-19 is like common cold’: 100-year-old woman who recovered from coronavirus - india news - Hindustan Times,0,0,Sun Jul 26 01:33:08 +0000 2020,other,Covid    is like common cold       year old woman who recovered from coronavirus   india news   Hindustan Times,0.3612,0.857,0,0.143,POSITIVE
1198,1.2872E+18,"See, how alarming it's! In fact, you are not sure after getting cured of #COVIDー19.",0,0,Sun Jul 26 01:28:38 +0000 2020,other,See  how alarming it s  In fact  you are not sure after getting cured of  COVID,-0.3532,0.79,0.21,0,NEGATIVE
1201,1.2872E+18,RT 151 वें देश के लोग हैं हम शायद 🤔🤔 #COVID__19 #COVID19UPDATE,0,7,Sun Jul 26 01:26:50 +0000 2020,other,COVID      COVID  UPDATE,0,1,0,0,NEUTRAL
1203,1.2872E+18,"RT #COVID19India Updates ✅India records highest-ever #Covid_19 tests in a single day; more than 4.2 lakh tests 🩺 8,49,431 pat…",0,36,Sun Jul 26 01:26:10 +0000 2020,other,COVID  India Updates  India records highest ever  Covid    tests in a single day  more than     lakh tests            pat,0,1,0,0,NEUTRAL
1208,1.2872E+18,US records second highest single day increase in Covid -19 cases .,0,0,Sun Jul 26 01:25:36 +0000 2020,@WSJ,US records second highest single day increase in Covid     cases,0.3182,0.796,0,0.204,POSITIVE
